RUA,NUM,IDD,SEXO
RUA X,410,85,M
RUA X,661,52,F
RUA G,972,25,M
RUA L,278,31,M
RUA L,58,60,F
RUA J,488,38,M
RUA G,190,64,M
RUA T,304,81,F
RUA K,687,84,F
RUA R,895,60,F
RUA P,361,87,F
RUA W,108,41,M
RUA H,282,95,M
RUA A,216,97,M
RUA B,726,85,F
RUA I,121,62,F
RUA J,942,72,F
RUA X,699,90,F
RUA J,443,2,M
RUA C,570,33,M
RUA Q,558,12,M
RUA T,522,3,M
RUA C,662,75,M
RUA U,206,99,F
RUA H,688,5,F
RUA G,617,33,M
RUA S,68,96,M
RUA P,896,84,M
RUA B,112,100,M
RUA W,935,100,F
RUA H,860,89,M
RUA O,401,54,F
RUA V,380,96,F
RUA U,67,91,F
RUA P,863,86,M
RUA S,420,59,M
RUA I,784,27,F
RUA C,894,81,F
RUA O,922,31,F
RUA A,220,91,M
RUA G,391,95,F
RUA V,207,95,M
RUA A,851,17,F
RUA T,623,9,F
RUA M,344,18,M
RUA R,421,22,F
RUA D,68,97,M
RUA G,786,96,F
RUA H,508,39,M
RUA H,521,33,M
RUA P,422,83,M
RUA E,664,3,M
RUA N,141,46,F
RUA O,356,73,M
RUA F,203,94,M
RUA D,132,6,F
RUA R,217,6,F
RUA Q,584,91,F
RUA S,264,58,F
RUA X,980,74,M
RUA R,438,41,M
RUA U,589,31,M
RUA H,988,73,M
RUA C,759,26,F
RUA K,287,16,F
RUA S,872,55,M
RUA B,791,70,M
RUA V,375,26,M
RUA F,412,56,F
RUA X,434,61,F
RUA G,384,6,M
RUA V,670,79,F
RUA M,44,35,F
RUA X,172,44,F
RUA T,22,54,M
RUA U,521,14,F
RUA C,536,54,F
RUA E,712,35,F
RUA Q,101,22,M
RUA A,302,33,F
RUA S,975,43,M
RUA K,481,60,M
RUA U,443,32,F
RUA R,137,27,F
RUA I,570,22,F
RUA A,952,53,F
RUA R,780,29,M
RUA E,933,37,M
RUA F,534,22,M
RUA K,313,60,F
RUA I,927,55,F
RUA D,902,6,M
RUA L,656,39,F
RUA C,292,67,M
RUA X,363,25,M
RUA V,863,26,M
RUA M,925,93,M
RUA B,507,28,F
RUA X,938,24,F
RUA M,93,51,F
RUA W,485,94,F
RUA O,392,76,M
RUA J,980,76,M
RUA O,504,19,M
RUA Q,277,88,F
RUA V,542,80,M
RUA H,899,11,F
RUA U,282,69,F
RUA W,227,17,M
RUA H,559,25,M
RUA W,840,15,M
RUA A,187,46,F
RUA N,137,20,F
RUA O,158,56,F
RUA M,936,40,F
RUA X,559,5,M
RUA W,637,67,F
RUA G,612,32,M
RUA F,10,11,F
RUA O,648,96,M
RUA H,568,27,M
RUA D,944,18,M
RUA X,83,99,F
RUA T,21,24,M
RUA D,532,85,F
RUA X,534,67,M
RUA H,244,47,M
RUA T,946,53,F
RUA P,522,42,F
RUA P,972,72,M
RUA H,830,43,F
RUA G,885,93,M
RUA V,821,66,F
RUA D,334,71,F
RUA W,96,66,M
RUA K,585,24,F
RUA K,674,80,M
RUA J,549,9,M
RUA P,805,43,F
RUA N,423,13,M
RUA D,235,2,F
RUA A,462,52,M
RUA H,351,26,M
RUA L,100,55,F
RUA T,374,11,F
RUA F,996,10,F
RUA T,382,68,F
RUA U,850,92,M
RUA Q,986,81,F
RUA T,105,43,F
RUA F,514,71,M
RUA E,102,50,M
RUA W,356,3,M
RUA S,124,94,M
RUA X,891,44,M
RUA G,20,63,M
RUA R,215,9,M
RUA C,612,90,F
RUA H,725,85,F
RUA O,446,3,F
RUA O,964,37,F
RUA X,658,16,F
RUA S,139,73,F
RUA E,214,94,M
RUA R,84,13,M
RUA R,762,27,M
RUA W,120,83,M
RUA L,264,76,F
RUA R,826,59,M
RUA H,134,1,M
RUA T,618,83,F
RUA I,205,78,F
RUA P,673,2,F
RUA H,311,98,M
RUA F,420,90,F
RUA J,788,69,F
RUA N,963,81,F
RUA J,346,49,F
RUA R,78,31,M
RUA K,97,61,F
RUA E,86,52,F
RUA H,83,29,M
RUA Q,482,34,M
RUA T,385,94,F
RUA E,226,27,F
RUA L,980,77,M
RUA L,185,92,F
RUA B,26,87,F
RUA U,441,11,F
RUA O,750,72,M
RUA P,241,38,F
RUA O,885,65,M
RUA G,762,94,M
RUA H,736,98,F
RUA A,245,35,M
RUA J,666,38,M
RUA C,910,79,M
RUA X,669,55,F
RUA F,226,91,F
RUA B,702,47,F
RUA K,436,86,F
RUA M,311,45,M
RUA O,890,67,F
RUA V,746,94,M
RUA W,557,81,M
RUA O,22,82,M
RUA P,928,87,F
RUA T,877,88,F
RUA M,901,11,M
RUA W,152,20,M
RUA U,574,96,F
RUA U,804,5,F
RUA F,153,88,M
RUA K,552,59,M
RUA X,572,58,F
RUA E,251,43,M
RUA A,850,96,F
RUA H,31,99,F
RUA C,348,81,F
RUA P,894,26,M
RUA P,109,40,F
RUA E,665,82,M
RUA N,962,74,F
RUA M,913,95,M
RUA T,572,28,M
RUA A,873,13,F
RUA A,887,41,F
RUA U,332,34,F
RUA L,23,67,F
RUA U,125,80,M
RUA O,970,8,M
RUA M,178,4,M
RUA K,204,45,M
RUA A,67,82,F
RUA T,522,26,M
RUA M,477,15,F
RUA U,239,79,F
RUA I,363,49,F
RUA T,31,0,F
RUA V,213,96,F
RUA F,843,55,M
RUA A,665,100,F
RUA S,99,28,F
RUA Q,541,13,M
RUA L,549,17,M
RUA T,372,5,F
RUA M,340,14,M
RUA J,451,89,M
RUA W,355,89,F
RUA F,562,33,F
RUA J,157,87,F
RUA F,183,93,M
RUA N,427,17,M
RUA O,672,65,M
RUA W,258,76,M
RUA U,415,46,M
RUA B,740,57,M
RUA L,210,92,F
RUA B,898,40,F
RUA C,873,98,M
RUA B,953,49,F
RUA G,669,95,F
RUA Q,789,96,M
RUA O,458,29,M
RUA D,604,97,M
RUA S,6,4,M
RUA O,960,56,M
RUA S,251,14,F
RUA B,140,73,F
RUA M,845,37,F
RUA X,614,21,M
RUA I,205,62,M
RUA V,293,56,M
RUA B,62,50,F
RUA F,908,18,F
RUA F,101,20,M
RUA Q,571,41,F
RUA O,96,36,M
RUA Q,834,63,F
RUA M,132,82,M
RUA N,890,30,M
RUA G,566,3,M
RUA N,413,22,F
RUA U,938,32,F
RUA N,253,31,M
RUA S,166,11,M
RUA O,883,72,F
RUA P,458,78,F
RUA C,507,36,M
RUA H,386,79,F
RUA Q,104,84,F
RUA X,627,1,F
RUA P,406,58,M
RUA T,834,20,M
RUA Q,812,65,F
RUA B,936,42,F
RUA A,468,65,M
RUA J,186,28,M
RUA C,997,98,M
RUA S,223,41,F
RUA O,949,96,F
RUA M,1,68,M
RUA X,270,72,M
RUA X,307,75,M
RUA K,646,55,F
RUA O,517,46,F
RUA B,821,46,F
RUA S,53,27,F
RUA H,353,70,F
RUA C,970,30,M
RUA K,527,92,M
RUA I,96,79,F
RUA U,859,92,F
RUA W,719,90,M
RUA T,230,61,F
RUA G,330,84,F
RUA J,130,76,M
RUA D,909,14,M
RUA D,239,74,M
RUA G,347,60,F
RUA M,830,28,F
RUA E,633,67,M
RUA Q,401,66,F
RUA D,188,83,M
RUA I,918,47,M
RUA D,75,3,F
RUA S,455,4,F
RUA Q,926,66,M
RUA X,467,59,M
RUA M,650,99,M
RUA U,703,95,F
RUA J,358,24,F
RUA E,629,44,F
RUA X,434,6,M
RUA U,980,0,F
RUA L,673,99,M
RUA F,398,4,F
RUA Q,66,9,F
RUA E,811,86,M
RUA V,273,14,F
RUA O,195,91,M
RUA C,332,100,M
RUA L,946,41,F
RUA P,977,38,F
RUA O,630,12,M
RUA D,622,79,M
RUA I,817,3,F
RUA B,585,11,M
RUA V,885,35,F
RUA E,450,36,M
RUA X,528,85,M
RUA O,261,68,M
RUA G,165,43,F
RUA B,190,27,M
RUA I,857,49,M
RUA T,787,71,M
RUA B,560,36,F
RUA P,648,71,F
RUA P,555,75,M
RUA C,247,8,M
RUA G,170,60,F
RUA O,582,74,F
RUA O,355,71,F
RUA B,515,29,M
RUA P,84,53,M
RUA Q,4,38,F
RUA M,186,59,M
RUA F,96,66,M
RUA W,566,55,M
RUA G,990,55,F
RUA G,647,81,M
RUA C,91,76,M
RUA M,912,2,M
RUA O,230,86,M
RUA L,142,93,M
RUA S,28,74,F
RUA K,149,77,M
RUA N,828,24,F
RUA E,299,17,F
RUA W,288,68,M
RUA K,171,34,M
RUA D,115,90,F
RUA D,861,37,M
RUA M,451,4,M
RUA T,766,17,F
RUA K,365,89,F
RUA F,863,31,F
RUA S,494,78,F
RUA S,51,50,M
RUA C,746,76,M
RUA O,765,55,M
RUA N,946,37,F
RUA V,378,76,M
RUA X,869,45,M
RUA O,377,12,M
RUA W,425,42,M
RUA W,590,13,M
RUA I,320,10,F
RUA N,433,5,F
RUA O,932,91,F
RUA D,295,8,F
RUA W,789,80,F
RUA J,231,53,F
RUA C,44,30,M
RUA M,917,76,M
RUA L,534,7,M
RUA B,521,9,M
RUA K,401,28,M
RUA V,212,24,M
RUA S,662,75,M
RUA A,416,96,M
RUA A,639,81,M
RUA T,666,69,F
RUA V,615,9,F
RUA P,13,92,M
RUA R,128,96,M
RUA B,748,79,M
RUA K,851,73,M
RUA X,104,16,M
RUA A,501,68,F
RUA U,118,5,F
RUA H,931,34,F
RUA R,47,23,F
RUA V,273,78,M
RUA R,205,54,F
RUA E,348,7,F
RUA M,110,88,F
RUA N,776,19,M
RUA J,570,75,F
RUA J,796,88,M
RUA A,903,64,F
RUA P,784,79,M
RUA X,478,67,M
RUA Q,810,93,F
RUA L,143,37,F
RUA J,513,3,F
RUA J,222,10,M
RUA V,701,55,F
RUA I,461,7,M
RUA E,545,67,M
RUA G,808,69,F
RUA R,395,18,M
RUA O,611,77,F
RUA F,188,81,F
RUA P,461,99,F
RUA O,122,68,F
RUA S,186,91,M
RUA F,164,76,M
RUA H,173,22,M
RUA A,448,97,M
RUA E,577,82,F
RUA E,680,50,M
RUA G,807,64,M
RUA J,730,70,M
RUA E,691,10,F
RUA I,605,43,M
RUA T,653,32,F
RUA X,122,77,M
RUA E,720,30,F
RUA H,356,5,M
RUA M,39,87,M
RUA G,874,65,F
RUA J,256,87,F
RUA G,169,23,M
RUA E,965,0,F
RUA N,739,12,M
RUA Q,259,30,F
RUA H,562,100,F
RUA R,659,68,M
RUA R,416,47,M
RUA C,716,36,F
RUA V,412,79,F
RUA Q,915,58,F
RUA H,784,17,F
RUA X,686,84,M
RUA Q,238,81,M
RUA S,154,0,F
RUA L,661,41,M
RUA C,824,83,M
RUA M,272,41,F
RUA Q,160,82,M
RUA K,370,76,M
RUA R,122,79,M
RUA N,906,93,F
RUA B,296,65,F
RUA E,808,91,M
RUA L,80,88,F
RUA V,425,78,M
RUA X,999,91,F
RUA R,531,13,M
RUA D,688,46,F
RUA G,878,51,M
RUA E,400,78,M
RUA G,276,60,M
RUA R,11,30,M
RUA O,546,18,M
RUA H,990,0,F
RUA R,788,42,M
RUA Q,657,10,F
RUA O,839,87,M
RUA Q,163,77,M
RUA R,342,50,M
RUA B,168,44,F
RUA Q,626,86,F
RUA H,81,62,M
RUA P,85,33,M
RUA B,534,23,M
RUA T,777,13,F
RUA M,621,31,M
RUA C,350,53,F
RUA J,621,80,F
RUA L,981,85,F
RUA S,175,26,F
RUA T,137,55,F
RUA O,648,13,M
RUA R,352,38,F
RUA X,438,43,M
RUA T,123,25,F
RUA N,524,75,M
RUA J,301,16,F
RUA M,228,8,F
RUA U,624,82,M
RUA R,667,76,F
RUA J,5,89,F
RUA X,708,68,F
RUA B,256,34,F
RUA R,880,46,F
RUA M,61,22,M
RUA V,420,67,F
RUA M,568,61,F
RUA C,559,60,M
RUA A,304,46,F
RUA I,233,63,M
RUA I,539,27,F
RUA F,154,59,M
RUA Q,949,56,M
RUA F,910,21,F
RUA G,794,33,M
RUA L,84,60,M
RUA J,763,33,M
RUA G,366,61,F
RUA H,652,14,M
RUA A,740,96,M
RUA C,449,92,M
RUA K,138,15,M
RUA O,119,91,F
RUA E,839,71,F
RUA B,798,73,F
RUA C,4,64,M
RUA V,332,5,F
RUA X,557,37,M
RUA X,285,93,F
RUA R,62,19,M
RUA G,443,88,M
RUA H,741,34,M
RUA G,233,98,F
RUA V,959,77,M
RUA T,217,95,F
RUA K,160,53,F
RUA F,786,21,F
RUA V,24,82,F
RUA H,457,45,F
RUA K,930,42,F
RUA K,267,100,F
RUA C,824,38,F
RUA J,263,33,M
RUA A,418,34,F
RUA B,249,64,M
RUA E,287,74,M
RUA V,163,39,F
RUA Q,125,56,F
RUA V,57,94,F
RUA B,458,74,F
RUA T,738,17,M
RUA I,36,6,M
RUA N,311,47,F
RUA C,80,62,F
RUA A,891,18,M
RUA T,132,30,F
RUA N,952,71,M
RUA W,863,26,M
RUA W,243,13,M
RUA M,121,30,M
RUA P,438,61,M
RUA T,174,7,F
RUA M,232,23,M
RUA N,948,95,M
RUA X,970,20,F
RUA T,835,59,F
RUA X,444,99,M
RUA F,603,12,F
RUA C,70,11,M
RUA S,671,36,M
RUA X,676,44,F
RUA Q,647,94,F
RUA A,995,70,F
RUA P,182,66,M
RUA X,537,71,F
RUA F,493,61,M
RUA X,893,15,F
RUA H,681,1,F
RUA D,65,84,M
RUA F,210,34,F
RUA P,259,43,F
RUA A,827,39,M
RUA W,868,2,F
RUA P,108,24,F
RUA D,872,87,M
RUA U,224,69,M
RUA M,975,43,M
RUA X,430,21,F
RUA L,936,59,F
RUA G,403,54,M
RUA M,774,43,M
RUA A,607,20,M
RUA R,832,17,M
RUA N,889,84,M
RUA M,244,94,M
RUA M,33,33,M
RUA Q,489,93,F
RUA K,954,65,F
RUA A,993,15,F
RUA R,377,46,M
RUA P,768,92,M
RUA L,765,29,F
RUA J,634,38,M
RUA M,413,15,F
RUA B,16,24,M
RUA N,751,98,M
RUA I,636,58,M
RUA T,288,82,F
RUA F,200,41,M
RUA Q,422,5,F
RUA T,121,10,M
RUA E,855,18,M
RUA F,786,17,M
RUA C,58,91,M
RUA C,526,71,F
RUA O,392,70,M
RUA M,238,3,F
RUA J,731,54,M
RUA V,418,88,M
RUA A,413,58,M
RUA G,761,31,F
RUA R,620,51,F
RUA F,117,41,M
RUA H,652,26,F
RUA W,171,43,M
RUA S,80,10,M
RUA J,606,29,F
RUA D,853,26,M
RUA M,259,17,M
RUA D,730,58,M
RUA F,92,7,M
RUA U,577,70,M
RUA D,770,24,F
RUA T,233,38,F
RUA I,773,99,F
RUA Q,509,42,M
RUA R,96,61,F
RUA K,152,68,F
RUA A,840,56,F
RUA U,83,71,F
RUA U,726,15,F
RUA A,294,7,M
RUA X,453,38,F
RUA T,311,74,F
RUA C,311,54,F
RUA F,639,91,F
RUA U,841,47,F
RUA M,93,84,M
RUA A,76,68,F
RUA X,674,87,M
RUA O,938,89,M
RUA W,379,86,M
RUA R,331,40,F
RUA M,654,30,M
RUA W,89,53,F
RUA H,483,52,M
RUA E,942,7,F
RUA T,674,94,M
RUA R,385,22,M
RUA H,479,96,F
RUA F,994,43,M
RUA M,637,85,M
RUA W,781,61,M
RUA K,419,42,F
RUA I,391,4,M
RUA V,550,72,F
RUA X,533,73,F
RUA M,795,10,F
RUA F,659,56,F
RUA L,897,53,M
RUA D,630,34,M
RUA M,812,75,M
RUA J,469,29,M
RUA C,446,0,M
RUA T,636,89,F
RUA O,773,73,F
RUA B,284,50,M
RUA S,322,84,F
RUA V,319,36,M
RUA M,191,16,F
RUA D,464,55,F
RUA Q,240,15,F
RUA V,784,92,F
RUA O,640,80,F
RUA W,429,90,F
RUA Q,396,97,M
RUA W,645,50,F
RUA Q,748,48,F
RUA A,123,59,M
RUA W,37,38,M
RUA I,796,41,M
RUA B,21,39,M
RUA A,777,38,M
RUA M,714,80,M
RUA O,976,87,M
RUA J,358,64,F
RUA O,362,2,F
RUA S,419,28,M
RUA S,441,99,F
RUA V,351,12,M
RUA I,228,95,F
RUA C,713,0,F
RUA O,938,89,F
RUA H,843,100,F
RUA T,557,96,F
RUA M,518,60,F
RUA J,781,56,F
RUA O,930,12,M
RUA G,270,14,M
RUA C,609,46,M
RUA G,804,15,F
RUA E,32,89,M
RUA Q,930,92,M
RUA A,824,82,F
RUA P,249,48,F
RUA H,712,22,F
RUA R,675,86,M
RUA D,27,7,M
RUA D,341,35,F
RUA S,440,57,M
RUA K,533,72,F
RUA C,354,6,M
RUA V,200,91,M
RUA J,493,38,F
RUA E,534,91,F
RUA V,668,24,M
RUA C,205,72,F
RUA K,615,94,F
RUA W,922,60,F
RUA H,124,90,F
RUA S,314,83,M
RUA P,71,79,M
RUA E,564,55,F
RUA O,45,73,F
RUA S,190,12,M
RUA S,373,20,M
RUA F,249,55,F
RUA F,156,68,F
RUA P,610,43,F
RUA D,157,57,F
RUA M,39,30,F
RUA H,162,58,M
RUA A,503,16,F
RUA P,680,7,F
RUA M,657,50,M
RUA S,929,81,F
RUA H,147,13,F
RUA G,606,35,M
RUA V,692,13,F
RUA T,569,5,M
RUA C,434,79,F
RUA X,177,2,M
RUA B,398,75,M
RUA F,580,67,F
RUA C,853,88,M
RUA T,687,91,M
RUA N,558,48,M
RUA K,752,5,F
RUA G,871,14,M
RUA G,428,29,M
RUA O,93,38,F
RUA D,540,70,F
RUA E,14,88,F
RUA E,59,39,M
RUA A,728,17,F
RUA F,304,41,M
RUA V,73,44,F
RUA C,687,68,M
RUA U,931,59,M
RUA T,266,42,M
RUA V,872,84,F
RUA D,311,25,F
RUA A,552,15,F
RUA O,192,52,M
RUA V,20,90,M
RUA O,432,86,M
RUA D,645,14,M
RUA U,777,8,F
RUA S,941,97,M
RUA A,414,30,F
RUA M,628,53,F
RUA W,885,63,M
RUA K,861,26,F
RUA Q,496,94,F
RUA K,231,3,M
RUA B,930,68,M
RUA Q,109,28,F
RUA L,744,94,M
RUA C,876,37,F
RUA U,742,99,F
RUA A,480,98,M
RUA A,62,12,M
RUA C,1,61,F
RUA W,371,45,M
RUA E,457,25,F
RUA E,190,79,M
RUA X,247,93,F
RUA B,874,15,F
RUA S,633,45,F
RUA T,619,63,F
RUA X,851,4,F
RUA M,192,54,F
RUA J,88,39,M
RUA F,46,71,M
RUA U,426,47,M
RUA U,286,38,F
RUA T,45,53,M
RUA U,414,61,M
RUA B,386,29,M
RUA G,710,81,F
RUA H,795,97,M
RUA X,345,7,M
RUA A,783,43,M
RUA F,306,9,F
RUA R,704,66,F
RUA G,426,83,M
RUA I,165,25,F
RUA H,916,14,F
RUA G,670,5,M
RUA D,917,93,F
RUA O,340,56,F
RUA F,643,18,F
RUA J,376,93,M
RUA R,467,52,M
RUA B,259,2,M
RUA W,207,47,M
RUA A,910,21,M
RUA G,169,38,M
RUA F,528,1,F
RUA Q,296,8,M
RUA L,144,10,M
RUA O,58,92,M
RUA D,348,8,F
RUA D,288,89,F
RUA R,328,83,M
RUA R,108,82,M
RUA I,61,3,F
RUA E,31,13,F
RUA O,815,4,M
RUA G,207,24,F
RUA U,833,23,F
RUA M,383,55,M
RUA R,619,51,F
RUA P,273,37,F
RUA F,565,78,M
RUA T,812,39,M
RUA R,763,45,M
RUA B,30,44,F
RUA J,810,5,F
RUA S,240,58,F
RUA R,134,49,M
RUA A,294,41,M
RUA H,654,65,F
RUA F,169,99,F
RUA J,429,42,M
RUA F,362,87,M
RUA B,242,38,F
RUA P,321,41,F
RUA H,967,9,F
RUA Q,350,1,F
RUA T,778,22,F
RUA G,705,4,M
RUA L,6,97,F
RUA O,403,32,F
RUA I,564,73,M
RUA A,844,5,M
RUA F,367,77,M
RUA H,493,48,M
RUA N,560,54,F
RUA O,113,38,F
RUA B,84,0,M
RUA V,333,49,F
RUA V,2,17,F
RUA M,587,53,F
RUA D,203,0,M
RUA V,57,50,F
RUA S,334,38,M
RUA I,708,50,F
RUA V,496,71,F
RUA F,72,57,M
RUA L,92,61,M
RUA L,588,20,F
RUA I,805,4,M
RUA F,208,5,M
RUA B,942,77,M
RUA V,795,76,F
RUA T,588,11,F
RUA X,594,15,F
RUA H,841,88,M
RUA J,998,75,M
RUA C,29,69,M
RUA R,744,14,F
RUA D,295,13,M
RUA P,757,77,M
RUA B,297,7,F
RUA X,588,89,M
RUA Q,389,9,M
RUA X,960,99,F
RUA S,992,47,M
RUA H,392,70,F
RUA D,678,15,F
RUA A,768,7,M
RUA O,101,37,M
RUA K,687,60,F
RUA B,773,61,M
RUA X,113,29,M
RUA R,764,46,M
RUA F,561,22,F
RUA D,650,80,M
RUA D,959,56,M
RUA I,241,54,F
RUA T,565,98,M
RUA X,170,10,M
RUA G,351,76,F
RUA B,233,43,F
RUA C,763,76,F
RUA B,825,59,F
RUA S,182,8,F
RUA I,882,77,F
RUA A,320,5,F
RUA A,607,0,M
RUA M,433,93,M
RUA I,993,28,M
RUA B,912,73,M
RUA H,63,56,F
RUA O,330,55,F
RUA W,278,96,M
RUA R,926,54,M
RUA D,214,84,F
RUA I,579,16,M
RUA A,234,25,F
RUA C,892,85,M
RUA N,656,51,M
RUA E,709,72,F
RUA S,611,95,F
RUA M,763,89,M
RUA M,214,1,M
RUA G,176,44,F
RUA C,970,45,F
RUA F,628,67,F
RUA B,829,14,F
RUA F,246,42,M
RUA O,990,79,M
RUA O,87,66,M
RUA Q,70,58,F
RUA X,144,100,F
RUA S,931,73,F
RUA L,979,6,F
RUA K,683,14,M
RUA W,953,32,F
RUA P,986,80,M
RUA A,592,73,M
RUA L,512,93,M
RUA A,769,83,M
RUA M,320,59,M
RUA D,525,42,M
RUA H,22,18,F
RUA M,928,64,M
RUA Q,718,63,F
RUA V,258,12,M
RUA U,377,2,F
RUA Q,778,28,F
RUA H,894,54,F
RUA I,635,11,M
RUA V,950,58,F
RUA O,684,16,F
RUA Q,336,54,F
RUA Q,387,33,F
RUA Q,572,94,F
RUA V,373,36,M
RUA F,777,85,M
RUA D,110,95,M
RUA E,330,58,F
RUA L,214,59,M
RUA M,142,39,F
RUA T,886,86,F
RUA K,725,59,M
RUA V,859,13,F
RUA C,993,18,F
RUA N,205,39,M
RUA X,668,55,M
RUA G,385,51,F
RUA I,37,82,M
RUA R,391,72,F
RUA B,897,43,F
RUA T,962,97,M
RUA H,317,34,F
RUA V,782,80,M
RUA X,422,16,M
RUA V,544,77,M
RUA G,206,0,M
RUA O,962,100,F
RUA P,80,91,M
RUA J,308,79,F
RUA H,70,91,F
RUA F,120,52,F
RUA X,252,42,M
RUA G,433,71,M
RUA G,946,81,M
RUA H,524,64,F
RUA U,881,7,F
RUA M,471,85,M
RUA Q,182,18,M
RUA D,492,89,M
RUA L,264,83,F
RUA I,899,64,F
RUA L,934,37,F
RUA U,929,79,F
RUA R,466,88,M
RUA M,587,58,F
RUA X,339,45,M
RUA M,187,19,M
RUA U,252,95,M
RUA N,332,81,M
RUA C,942,4,M
RUA N,496,80,M
RUA A,901,22,M
RUA P,574,18,M
RUA P,317,69,F
RUA D,280,73,F
RUA S,719,41,F
RUA K,420,98,F
RUA J,566,17,F
RUA D,938,51,F
RUA U,951,81,M
RUA D,968,4,M
RUA O,830,74,M
RUA Q,763,76,M
RUA T,561,70,F
RUA A,150,58,M
RUA X,812,23,F
RUA G,899,9,M
RUA U,643,23,M
RUA S,425,31,F
RUA V,190,7,M
RUA P,246,17,M
RUA K,886,9,F
RUA W,808,66,F
RUA N,742,33,M
RUA P,53,35,F
RUA I,495,14,M
RUA D,982,92,M
RUA X,686,14,F
RUA F,781,63,F
RUA G,151,23,M
RUA J,264,44,F
RUA F,159,67,F
RUA B,217,57,M
RUA I,648,43,M
RUA J,706,34,F
RUA I,584,87,M
RUA D,796,43,F
RUA O,58,4,F
RUA B,301,20,F
RUA W,299,52,F
RUA Q,643,41,M
RUA W,32,32,F
RUA I,572,1,M
RUA J,457,0,F
RUA A,687,91,M
RUA M,415,7,F
RUA N,348,16,M
RUA U,231,60,M
RUA H,165,84,M
RUA V,541,35,M
RUA O,993,37,M
RUA D,641,35,M
RUA V,752,54,F
RUA J,689,48,M
RUA G,357,100,M
RUA C,608,49,M
RUA N,58,2,M
RUA A,794,46,M
RUA R,920,29,F
RUA N,675,52,F
RUA O,617,11,M
RUA R,930,19,F
RUA U,235,14,F
RUA E,722,79,M
RUA N,31,52,F
RUA U,382,38,F
RUA G,551,71,M
RUA U,293,82,F
RUA P,129,86,F
RUA H,636,16,M
RUA P,331,43,F
RUA I,680,95,M
RUA P,986,67,F
RUA C,496,77,M
RUA F,338,62,M
RUA S,239,10,M
RUA W,244,55,M
RUA E,932,80,M
RUA D,390,63,M
RUA T,341,83,F
RUA A,24,90,F
RUA F,586,47,M
RUA S,728,54,M
RUA F,867,73,F
RUA A,478,4,F
RUA H,49,95,M
RUA L,162,70,M
RUA C,770,55,F
RUA O,602,68,M
RUA W,816,63,M
RUA R,149,8,F
RUA A,27,87,M
RUA P,144,77,M
RUA Q,604,68,F
RUA G,29,48,M
RUA X,221,27,M
RUA E,356,84,F
RUA W,472,60,M
RUA S,250,87,M
RUA V,92,33,F
RUA R,243,37,F
RUA D,437,25,F
RUA L,70,76,F
RUA A,665,27,F
RUA D,354,41,M
RUA C,547,41,M
RUA S,587,29,M
RUA W,926,42,F
RUA E,163,5,M
RUA R,391,5,M
RUA R,412,74,F
RUA Q,295,33,F
RUA Q,872,30,F
RUA P,20,0,M
RUA M,469,48,F
RUA G,374,44,F
RUA A,331,72,F
RUA K,481,64,M
RUA P,891,68,M
RUA S,461,89,F
RUA D,945,87,M
RUA J,234,70,F
RUA N,11,48,M
RUA V,888,84,M
RUA X,83,54,M
RUA R,191,66,M
RUA N,310,64,F
RUA J,435,65,M
RUA K,263,25,M
RUA A,260,96,M
RUA X,918,72,F
RUA O,244,21,M
RUA S,225,3,M
RUA P,642,99,F
RUA A,554,9,F
RUA C,739,38,F
RUA J,293,43,F
RUA F,962,87,M
RUA B,654,16,M
RUA D,14,20,M
RUA A,447,61,M
RUA U,186,40,F
RUA S,707,100,M
RUA A,534,82,F
RUA I,10,69,F
RUA I,99,90,F
RUA H,955,59,F
RUA U,5,65,M
RUA X,883,64,M
RUA W,924,71,F
RUA H,778,86,F
RUA A,429,82,M
RUA P,203,39,M
RUA X,518,34,M
RUA H,875,45,F
RUA L,596,77,M
RUA U,482,57,M
RUA I,153,42,M
RUA Q,335,49,M
RUA C,88,29,F
RUA V,149,75,M
RUA U,259,69,M
RUA W,393,24,M
RUA C,143,45,F
RUA K,529,94,F
RUA F,953,18,M
RUA Q,852,89,M
RUA I,955,78,M
RUA X,249,58,M
RUA K,267,10,M
RUA I,239,14,M
RUA O,993,63,F
RUA Q,402,62,F
RUA P,68,62,M
RUA M,388,58,F
RUA S,969,44,M
RUA M,788,27,F
RUA A,382,13,M
RUA H,464,22,F
RUA Q,623,84,F
RUA T,588,83,F
RUA W,149,77,M
RUA W,709,30,M
RUA G,986,39,M
RUA O,437,34,F
RUA O,830,45,M
RUA A,186,84,F
RUA H,763,70,M
RUA Q,491,76,M
RUA W,417,25,F
RUA X,621,42,F
RUA A,454,30,F
RUA X,324,1,F
RUA F,452,63,F
RUA W,64,86,F
RUA Q,532,43,M
RUA D,860,45,M
RUA C,443,11,F
RUA B,474,45,M
RUA A,178,4,F
RUA P,125,24,F
RUA M,409,49,F
RUA X,432,13,M
RUA U,979,68,F
RUA N,633,88,M
RUA P,917,12,M
RUA X,865,78,M
RUA K,337,30,M
RUA V,749,65,F
RUA U,208,78,M
RUA K,21,84,M
RUA D,171,50,F
RUA F,376,35,F
RUA G,781,70,M
RUA H,835,72,M
RUA J,919,35,F
RUA T,526,63,M
RUA C,438,65,F
RUA D,304,51,F
RUA M,807,0,M
RUA A,448,51,M
RUA D,313,16,M
RUA I,255,66,M
RUA C,287,21,F
RUA E,893,36,M
RUA A,162,26,F
RUA A,433,46,M
RUA P,774,74,M
